id,title,date,content
649,Sváteční dny,čtvrtek 30. května 2019,"Dokud je člověk ještě malý
tak svět se zdá být dokonalý
jednou je král, pak zase trosečník
a všechny dny jsou sváteční"
650,Pozdravy,sobota 1. června 2019,"Paprsky slunce tančí na střechách
a v jejich svitu zlatý prach
probouzí z paměti staré světy
projdu městem a všemi těmi
ze kdysi známými ulicemi
kde chodili jsme ještě jako děti
rozsypu pro Tebe polibky na okenní parapety"
651,Citronová,úterý 30. července 2019,"Moje místa a citronová zmrzlina
s příchutí z dob, kdy jsem byla nevinná
tma jako přečtenou stránku den otočí
chtěla bych… některé dny ať nekončí…"
652,Letní malování,pondělí 29. července 2019,"Na modrém nebi od letadel a andělů
cesty jak bílé pruhy a proužky
užívej toho blankytného nátěru
vychutnej léto plnými doušky"
653,Něčí,středa 24. července 2019,"Vždycky jsem chtěla, než budem dospělí
abys byl kluk, co nosí mi květy
a až se trochu osmělí
objeví se mnou neznámé světy

Kluk, který o mně všechno ví
zná moje přání a niterní svět
každou mou pihu, moje tajemství
ten, který všechno bude smět

Znám Tvoje oči od nepaměti
jejich pohled a úsměv mě léčí
chtěla bych vědět, tak jako ví děti
chtěla bych vědět, že jsem něčí"
654,Potichu,úterý 23. července 2019,"Ať se Ti něco hezkého zdá
když já jsem tady a Ty tam
den už dávno skryla tma
do rána hvězdy počítám
potichu vtisknu Ti polibky do dlaní
najdeš k ránu jen Ty… a svítání"
655,Svačina,pátek 9. srpna 2019,"K ránu se probouzím, když vstáváš
do termosky teče horká káva
ospalý odcházíš do svítání
mé polibky k svačině si neseš v dlani"
656,Ukolébavka,sobota 10. srpna 2019,"Za noci poslouchat dešťové kapky
klapají po římsách jak podpatky ulicí
některé do trávy šlapou jak kočičí tlapky
ve vlastním rytmu skrápí město mlčící

Cvakají do oken chvílemi hlasitě
jak sekretářka do klapek psacího stroje
nešťastným pavoukům padají do sítě
v okapech zurčí jak potok plný nepokoje

Na tom starém psacím stroji
píšou mi psaní o tom, že někde spíš
dešťové kapky do slov se spojí
budou Ti šeptat a Ty je uslyšíš

a možná, až spočítáš několik beránčích stád
pak možná tam v dálce snad… budu se Ti zdát…"
657,O brýlích,neděle 15. září 2019,"Na klíně se Ti uvelebím
a jako kotě začnu příst
tak připadám si jako v nebi
čtu, Ty obracíš mi v knížce list

Když příliš často pletu slova
cítím se trochu provinile
Ty řekneš tónem, ve kterém se toužím schovat:
""Miláčku, už budeš potřebovat brýle…""

a k sobě blíž mě přivineš.
Víš, Lásko, bez Tebe čas neplyne…"
658,Zpověď,sobota 7. září 2019,"Kam až moje paměť sahá
pojí nás tenké pevné nitě
křižujem se ve svých drahách
a já jsem vinna, miluji Tě

Přiznávám všechno ve zpovědi
skládám slova jak oblázky
jsi řešením, jsi odpovědí
na všechny  moje otázky…"
659,Dunaj,středa 30. října 2019,"Slunce na vodu shlíží líně
odlesky paprsků na hladině
mění řeku v noc plnou souhvězdí
v blýskavé šperky, které
víly si navléknou na svá zápěstí
Když lodě tiše plují šerem
tak někdy se jim poštěstí,
že smí se řídit vílím návěstím…"
660,Skleněnky,středa 30. října 2019,"Někdy dvě skleněnky v dlani
znamenají loučení
některé věci nejsou k mání
některé věci člověk nezmění

a ať se jak chceš bráníš
zbydou jen dvě skleněnky v dlani"
661,Listopadová,pondělí 18. listopadu 2019,"Listopad mží do světa snů
v trávě do květů sedmikrásek
za některých nocí prostě neusnu
tiše mží do promlčených lásek…"
662,"Ptáš se, co chtěla bych pod stromeček?",pátek 13. prosince 2019,"Výlet, třeba jen na otočku
třpytivou sněhovou vločku
vůni dálek a atmosféru starých časů
v krabičce od zápalek pramínek Tvých vlasů
úsměv, co každý den mi zkrášlí
a … prosím, převaž mi to mašlí…"
663,Hlava v oblacích,čtvrtek 30. ledna 2020,"Sním si,
že stojíš na zápraží
s důvěrou padám
do objetí Tvých paží
tisíce plánů spřádám

jsou po lístkách posbírané
z louky vlčích máků
moje sny zachumlané
v kanafasu oblaků…"
664,Návraty,čtvrtek 30. ledna 2020,"Polibek začíná pohledem do očí
pod oknem v ulici nechal jsi mě stát
láska Tě nosí na křídlech, někdy Tě zaskočí
život jde dál, kdo pomýšlí na návrat?

Vše je jak včera – snad zastavil se svět
stojím tu pod oknem, vidím Tě dál
na mě se usmívat, ptáš se, co budeš smět
Tvé tajné kouzlo čas neodvál

Jsi tady a slova jsou zbytečná
důvěrně známý, a přece trochu cizí
když láska je pravá a skutečná
když silná je v srdci, tak nikdy nezmizí"
665,Loďka,pátek 28. února 2020,"Měsíc je loďka v oceánu nebe
za nocí vplouvá do mých snů
hvězdy tam vpustí jen jeho a Tebe
stráží jak včely na česnu

Noc trpělivě souhvězdí rozkresluje
Měsíc je loďka v oceánu
mezi hvězdami černí nebe pluje
jako Ty ze snů zmizí k ránu"
666,Osudy,čtvrtek 20. února 2020,"Tolik dlouhých let žijeme každý sám
naše srdce jsou zavřená v maringotkách
osudů a snad, až jednou hvězdy spočítám
až spočítám je všechny, smím se s Tebou potkat"
667,Zahrada,sobota 15. února 2020,"Noc šelma je a já návnada
pojď blíž a sám tu raději nestůj
Co za lubem má, to je záhada
soumrak zvolna kráčí k městu

a nad střechami slunce zapadá
smířeně, tiše, bez protestů
Má duše je rajská zahrada
pojď, ukážu Ti cestu…"
668,Čekání,sobota 21. března 2020,"Vidíš? Na oknech stopy deště
šeptej mi do uší
šeptej mi ještě
co nahlas se říkat nesluší

Buď blízko mě, pryč od zlého
tak láskou zkrášlíme si asi
každý den dlouhého
čekání na lepší časy"
669,Provazochodec,pondělí 2. března 2020,"Paprsky slunce hladí tašky na střechách
hledám Tvůj úsměv na protějším chodníku
kolemjdoucí vnímám v jejich stínohrách
na zdech domů, kluk odnaproti bere za kliku

Vyčkám a až se Tvoje oči střetnou s mými
najednou nad silnicí vzduchem klene se
neviditelné lano, září barvami duhovými
provazochodec po tom mostě přinese

pro mě dopis. Já ani číst ho nemusím
máš v očích úsměv, co je v nich psáno, vím…"
670,Být,úterý 26. května 2020,"Chci být Tvou první myšlenkou
když poslední sen Tě k ránu opouští
z osmdesátých let holkou s čelenkou
a náhlým deštěm na poušti

Chci být Tvou snovou plavovláskou
když mořská vlna o skálu se tříští
a nejvíc být chci Tvojí láskou
tou minulou i příští….."
671,Přistižena,sobota 9. května 2020,"Ve Tvém ""miluji Tě""
můžu být žena
zároveň i dítě
jsem přistižena
při lásce

Ve Tvém ""miluji Tě""
cítím pevnost
pavoučí sítě
Ty zase křehkost
v každé mé otázce"
672,Zpomalený svět,sobota 9. května 2020,"Navykli jsme si chodit
vyšlapanými cestami
s trávou nejvýše po kotníky
nezdržovat se smíchem ani slzami
už nevíme, jak se blátem brodit
a když ho projdem, jak potom říct díky

Dost možná proto vesmír zpomalil
zkusíme nahlédnout do svého nitra
jak pod hladinu tůně; co nevidět
roztočí se, pozítří a možná, že už zítra
Zastavil na chvíli, jen aby nabral sil
a venku za okny čeká na nás svět"
673,Řeč vody,úterý 28. července 2020,"Řeč má tolik krásných slovapostrofů i apostrof
Poslouchám déšť
Má písmen, že je nespočteš
Každé je jiné, každé jinak zní
když v kapkách prší na zemi
Ve snu květ bílé něžné orchideje
do mých plavých vlasů zapleteš
Na parapety pro mne vybubnuje
své čerstvé zprávy ranní déšť"
674,Na dně,sobota 22. srpna 2020,"Už kluci půjdou pouštět draky
pozvolna léto roztaje
duše vyletí nad oblaky
jak sokol… shlíží do kraje

Dívám se, dívám do krajiny snů
tráva se ohýbá, větru tiše zpívá
paprsky tisknou poezii do hroznů
a podzim zvolna přihořívá

Réva má v listech slunce obtisknuté,
v kořenech hvězdy, v hroznech písně
jež za nocí pěly víly neobuté
a vůně dešťů prostých tísně

Potom snad na dně každé sklenky
až mladé víno budem pít
najdeme hvězdu, stříbrný plíšek tenký
odlétlý v jiskrách hřebcům od kopyt"
675,Xylofon,čtvrtek 27. srpna 2020,"Vítr nad střechou na tašky hraje
Slyšíš? Zní to jak xylofon
pod střechou vyhnaní právě z ráje
Ty a já, měsíc jak lampion
na venkovní lampě zavěšený
nocí zní píseň větru… a vůně ženy"
676,Větrná,pátek 4. září 2020,"Vítr rozhýbal celý dům
Dveře olizuje meluzína
Skryju se pod deku, ani nehlesnu
Za víčky zamknout se a zapomínat
Černou tmou vichr zaduje
Staré vzpomínky se ztrácí v davu
a moje srdce bubnuje
na poplach i na oslavu"
677,Vlaštovky,čtvrtek 17. září 2020,"Vlaštovky ještě nesedají na dráty
Pihovatí kluci vozí holky copatý
na rámu kola a pusu mají od malin
Za nocí na nebe kreslí létavice
padají, dělají vlny na rybníce
a milenci se vrací z letních kin

Listy kukuřic v poli syčí jako hadi
Slunce už nepíchá, jen tak hladí
děvčátko v ulici si hraje s kastanětou
Vlaštovky zakrouží nad náměstím
pak uspává je v hnízdech štěstí
a všichni ještě máme v očích léto"
678,Řečnická otázka,úterý 8. prosince 2020,"Kde bývají víly schované
když střechy jsou pocukrované
když z kaluží dělá mráz zrcátka
a hvězdy jsou sladká cukrátka
rozsypaná v černé obloze
jak ve skleněné výloze
cukrárny nebe?
Komety vozí se v saních,
když chci jenom Tebe?
Podívej, miláčku… Měsíc mám v dlaních…"
679,Klíč,středa 6. ledna 2021,"Jsi klíč, zdá se…
otvíráš dveře jiných světů
dáváš smysl  kráse
ač nevyslovíš větu
Beze slov šeptáš do mých uší
podmanivým hlasem
a náhle vidím, tuším
že tím světem… já jsem"
680,Probuzení,úterý 23. února 2021,"Probouzíš vášně starých časů
které jsem nedoufala, že se vrátí
Našly si ke mně neobvyklou trasu
neudržím je dál na opratích
V mém srdci zabíráš další území
i jen svým prostým: ""Stýská se mi"""
681,Psaní srdcem,pátek 12. února 2021,"Píšu Ti psaní
píšu za soumraku
za Tebou spěchá
po mostu z mraků

Ohřej je v dlaních
pošta je malý rituál
jenom pár slov
jak sis kdysi přál

Řekl´s: Co cítíš, napiš na obálku
otisk rtů… nelep známku…"
682,Takový den,úterý 23. února 2021,"Hlavou v oblacích. Mám ""toulavou""
malý okamžik zastavil se v pohybu
jakoby anděl mi prolétl nad hlavou
v náznaku souhlasu, v náznaku příslibu

Za víčky štěstí, v uších hudbu snovou
neohlíží se na noty
duše má barvu karmínovou
a vítr hraje na ploty"
683,Pohádky,neděle 28. března 2021,"Příběhům o dobrém a zlém
se říká dětské pohádky
o rusalkách pod jezem
o šatech pro princezny z látky

jiskřivé jak obloha plná hvězd
či vílách v sukni z okvětí
osudy necháme se nést
pohádky jsou k uspávání – pro děti

k poznání, co smutné je, co veselé
snad jsou tu, aby probudily dospělé…"
684,Řeč,čtvrtek 25. března 2021,"Naše řeč vymyšlená
jen pro dnešní noc
jsem jako dítě, jsem žena
chci víc, chci moc

Dýchat pro někoho
nebýt dokonalou
Tou řečí říkat mnoho
a mluvit přitom málo"
685,Ve snu,sobota 6. března 2021,"Usínám. Na příkrém břehu snů
cosi mne uchopí, náhle vzlétám
a ještě nevím, co dnes naleznu
obloha souhvězdími poseta

Sny jsou částí životů, částí nás
doba, kdy vidíme vůně a tóny
kdy nemají nad námi moc ani čas
ani přírodní či lidské zákony"
686,Jít,středa 28. dubna 2021,"Vůně jak prsty do vzduchu se vplétá
v trávě si tiše povídají brouci
na louce kolem rosa rozesetá
pokaždé pohled dech beroucí

Vykasat sukni a bosá jen tak jít
až někam na druhý konec světa
a nebo prostě jenom vyrazit
za Tebou doprostřed loňského léta…"
687,Pod povrchem,pondělí 12. dubna 2021,"Rozčísnu hladinu – vhodím kamínek
zmizí hned na dně hladkých vod
zaslechnu tichý šramot vzpomínek
které se hlásí o život

Pod kůrou stromů proudí míza
myšlenky skryté pod povrchem slov
v myšlenkách láska – síla ryzá
naše sny nevetkané do osnov

Pod sněhem zkřehlá půda čerpá sílu
z hlubin zakrytých vloček třpytem
a vesmír probouzí v každém bez rozdílů
pod povrchem myšlenek poklady skryté"
688,Překročit řeku,středa 26. května 2021,"Řeka času mezi námi
mezi námi dva životy
melodie za řasami
neohlíží se na noty

zní nekonečnou touhou
být s Tebou na věky věků
mé srdce míří dlouho
překročit tu řeku…"
689,Tramvaj č.22,pondělí 19. července 2021,"V tramvaji číslo 22 tiše sněží
je večer, svátek Kateřin
řidič se těší do peřin
beze slov volá na čtyřspřeží

třpytivé vločky zvolna tají
na řasách cestujících
na zrůžovělých lících
vysoké dámy s hranostaji

za okny v svitu měsíce siluety věží
a v tramvaji číslo 22 tiše sněží…"
690,Nádraží,pátek 1. října 2021,"Po kolejích dojít jen co noha nohu mine
na malé venkovské nádraží, voní loučením
všechen čas tady jak mraky plyne
horký dech slunce cítit na pažích

usednout do stínu starého ořechu
nechat svět za zády a prstem kreslit do oblak
poslouchat léto, poslouchat bez dechu
dnes nechat odjet vlak…"
691,Někdy se ptám,čtvrtek 7. října 2021,"Jsem ta, která neutíká z boje
a někdy se ptám
jestli Tvé srdce bije tak rychle jako moje
když potichu šeptám
své ""miluji Tě""…

Někdy se ptám, když moje oči odráží se ve Tvých
když mám svou ruku v Tvojí ruce
jaké by bylo vrátit bezstarostné dětství
mít zase nezraněná srdce
jak malé dítě…"
692,Zloději,pátek 1. října 2021,"Tvé oči – zloději – ovládají um
kdykoliv spočinou na mých rtech
hravě mě oloupí o můj dech
snadno mě připraví o rozum

V takovém pohledu tuším
a nic jiného nevnímám
že nehledíš na mě očima
díváš se na mě svou duší"
693,Žít,sobota 20. listopadu 2021,"Pouhými nájemníky
jsme v našich životech
jak v domě, kde vržou kliky
kde tajíme svůj vlastní dech
v marnosti zaboření po kotníky

Kde skrývá se touha srdce uzdravit?
Zvedá se vítr, pokusme se žít!"
694,Den štědrý,čtvrtek 23. prosince 2021,"V krajině zvonky vyzvání
vzduch provoněný čekáním

Až střechy pocukruje sníh
omrznou rýmy na básních

Vločky nám zatančí pod mraky
dít budou se vánoční zázraky…"
695,Hudba noci,středa 1. prosince 2021,"Čas uspal den a zhas
teď má nás zcela ve své moci
za této chvíle plné krás

kdy svět tančí jen pro nás
ten lesk a třpyt a hudba noci
štěstí svítí zpod Tvých řas

v notové osnově psané krasopisně
nesměle když úsvit přihořívá
stanu se s Tebou nádhernou notou písně
kterou noc tiše zpívá…"
696,Kvetení,středa 22. prosince 2021,"Kvetu v Tvé náruči
květina popínavá
kvést jsi mne naučil
minulým dnům mávám
a je mi do zpěvu
Tobě se navždy vzdávám
v pohledu, v polibku, v úsměvu…"
697,Polibek do ztracena,čtvrtek 23. prosince 2021,"Posílám do noci polibek
proklouzne skrz otevřené okno
touží se rozletět do dálek
oblaků zlehka se dotknout

polibek schovaný v kapkách
v nádechu, v tichu mezi slovy
zatančí milencům na řasách
o svých snech potichu jim poví

propluje větrem, překoná zemskou tíž
vystoupá vysoko, ještě výš,

až do míst, kde se hvězdy rodí
teprve tam se osvobodí…"
698,Novoroční 22,čtvrtek 6. ledna 2022,"Nový rok vyhlíží za horou
další dny pro nás nastřádal
čekám tu tiše, s pokorou
s nadějí zvu jej dál
Přeje si pro nás odvahu a čest
sílu za svou pravdou stát
tíhu dní s lehkostí nést
umět dávat a umět brát
že má mě rád, potvrdit sedmikráskou
Přeji nám srdce naplněná láskou…"
